user_id,country,device_type,platform,app_version,budget_sensitivity,quality_preference,purchase_propensity,experiment_id,experiment_group
U00149,India,mobile,android,1.0,0.8627645637408781,0.001233062511908134,0.32949204569708124,recommendation_v2_test,control
U00150,UK,desktop,android,1.0,0.43132702014644964,0.7805811375265843,0.512662038418226,recommendation_v2_test,treatment
U00151,Germany,mobile,android,1.0,0.24248285302833272,0.47986340055106513,0.4257920967123471,recommendation_v2_test,control
U00152,UK,mobile,web,1.0,0.9303846175891505,0.048569289846958075,0.3034232828817614,recommendation_v2_test,treatment
U00153,Australia,tablet,android,1.0,0.047374020005481854,0.13820537163853075,0.5553527564418755,recommendation_v2_test,treatment
U00154,India,mobile,web,1.0,0.03128351290164455,0.11062946756220327,0.3910821076455629,recommendation_v2_test,control
U00155,UK,mobile,android,1.1,0.5901953827661262,0.849435333089779,0.05260776610153066,recommendation_v2_test,treatment
U00156,UK,tablet,ios,1.1,0.1627434861049576,0.772937388135284,0.5205203479848222,recommendation_v2_test,control
U00157,UK,mobile,android,1.1,0.4544574302986578,0.6034244543333215,0.591557243489704,recommendation_v2_test,control
U00158,India,desktop,web,1.1,0.31839911782845964,0.799213522241491,0.3804036553744533,recommendation_v2_test,treatment
U00159,UK,mobile,ios,1.0,0.3176356343635617,0.07810839308036388,0.06640912355483361,recommendation_v2_test,treatment
U00160,Germany,desktop,ios,1.0,0.16548775758177503,0.7251833208508688,0.43945017962597327,recommendation_v2_test,treatment
U00161,UK,tablet,web,1.0,0.8900194571176955,0.5938305480284476,0.11931448796064459,recommendation_v2_test,control
U00162,Australia,mobile,web,1.1,0.17294393644207806,0.5072927015820433,0.5954759617607909,recommendation_v2_test,treatment
U00163,UK,mobile,web,1.0,0.9930845819305065,0.5846388341341655,0.11980048653518222,recommendation_v2_test,treatment
U00164,Germany,tablet,android,1.1,0.5362004131113752,0.6217920298607565,0.20025295532548198,recommendation_v2_test,control
U00165,Germany,mobile,ios,1.1,0.294755193202763,0.6636210466603519,0.5099348472634306,recommendation_v2_test,control
U00166,India,mobile,android,1.1,0.23128053968685225,0.8738884979038014,0.18951547860900564,recommendation_v2_test,treatment
U00167,Germany,desktop,android,1.1,0.3961665000592489,0.6776207635997941,0.4491732990934886,recommendation_v2_test,treatment
U00168,Australia,desktop,android,1.1,0.9834170759929376,0.4192723879008051,0.3330206785370419,recommendation_v2_test,treatment
U00169,Australia,mobile,android,1.1,0.5202300670459938,0.4079614303605652,0.10173957969916769,recommendation_v2_test,treatment
U00170,Australia,tablet,ios,1.0,0.6825815982092204,0.14937415636815077,0.5788522962475678,recommendation_v2_test,control
U00171,UK,mobile,web,1.0,0.8589828605577138,0.9125827441419312,0.16668107413781577,recommendation_v2_test,treatment
U00172,UK,desktop,web,1.1,0.8783657338108016,0.3790526950373052,0.334360717767186,recommendation_v2_test,treatment
U00173,India,tablet,ios,1.1,0.7829601300260849,0.5699338186415264,0.10753830324262637,recommendation_v2_test,treatment
U00174,Australia,tablet,web,1.1,0.798097435818333,0.09986247716072949,0.16241855189478605,recommendation_v2_test,treatment
U00175,UK,tablet,ios,1.0,0.9792246337072796,0.3771446803556807,0.4456218935299529,recommendation_v2_test,control
U00176,Australia,tablet,ios,1.0,0.31913248859966603,0.6087411288982467,0.36954415556142783,recommendation_v2_test,treatment
U00177,UK,desktop,android,1.1,0.9353813695664948,0.4676402566265965,0.15820819941284722,recommendation_v2_test,control
U00178,UK,desktop,ios,1.0,0.13110869302621986,0.1628715005545549,0.42650914036652243,recommendation_v2_test,control
U00179,India,desktop,android,1.1,0.24359674535860742,0.09892450510482231,0.4644275096501418,recommendation_v2_test,treatment
U00180,Germany,tablet,ios,1.0,0.20208810164547797,0.18576613487108717,0.3371067657515817,recommendation_v2_test,treatment
U00181,India,desktop,ios,1.0,0.04517311698942639,0.4814913403262807,0.5776327911995845,recommendation_v2_test,treatment
U00182,India,desktop,web,1.0,0.11069207402961612,0.25243629054958727,0.2121256722659985,recommendation_v2_test,treatment
U00183,UK,tablet,android,1.1,0.9016418535664384,0.9845686082507541,0.5903016757074928,recommendation_v2_test,treatment
U00184,UK,tablet,ios,1.0,0.1377935359278052,0.3044665264760329,0.3540940397354538,recommendation_v2_test,control
U00185,UK,mobile,web,1.1,0.6167561790773091,0.542364402302205,0.1409212278520101,recommendation_v2_test,treatment
U00186,India,mobile,ios,1.0,0.8519331577947986,0.5842278600612182,0.45432118513579833,recommendation_v2_test,treatment
U00187,Germany,mobile,web,1.0,0.4048549644265338,0.7600149717440349,0.4747941432210124,recommendation_v2_test,control
U00188,India,mobile,ios,1.1,0.1206553374436864,0.8961220824236303,0.10521760510739511,recommendation_v2_test,treatment
U00189,UK,mobile,android,1.1,0.17949207234608744,0.4135679313099698,0.2974226149692694,recommendation_v2_test,control
U00190,India,mobile,web,1.1,0.8513346494022038,0.8745751398555718,0.23662718015510847,recommendation_v2_test,treatment
U00191,Germany,desktop,web,1.0,0.24479650155014543,0.16125406285192412,0.567010455944133,recommendation_v2_test,treatment
U00192,India,tablet,android,1.1,0.517661521287729,0.4906079155118719,0.34136011640037384,recommendation_v2_test,treatment
U00193,UK,desktop,web,1.0,0.13175483289206746,0.12566385286853599,0.5737373437151257,recommendation_v2_test,control
U00194,India,desktop,web,1.1,0.16357687771010998,0.5544165520399336,0.16424448934334657,recommendation_v2_test,control
U00195,India,mobile,web,1.0,0.11895331074021132,0.9168484076291957,0.22684314531528244,recommendation_v2_test,treatment
U00196,Australia,desktop,android,1.0,0.4004512452452783,0.5318860913460681,0.15298141953843783,recommendation_v2_test,treatment
U00197,Australia,tablet,android,1.1,0.7416146327315153,0.46875929701395247,0.13408241716948477,recommendation_v2_test,control
U00198,Australia,tablet,web,1.0,0.05010668969693377,0.34240367681062867,0.4869513667727363,recommendation_v2_test,treatment
U00199,Germany,desktop,android,1.1,0.7936353838623774,0.2119546110805426,0.5580808238512491,recommendation_v2_test,control
U00200,Germany,desktop,android,1.1,0.002308772586742003,0.993368498411178,0.20449301228028532,recommendation_v2_test,control
U00201,Australia,mobile,ios,1.0,0.12903005718204175,0.1523267101575757,0.39775554716661554,recommendation_v2_test,control
U00202,UK,desktop,android,1.1,0.31915649460807005,0.7261801283839011,0.3036046865851991,recommendation_v2_test,treatment
U00203,UK,desktop,ios,1.1,0.4727839727589982,0.9500610946244371,0.23849250351522572,recommendation_v2_test,treatment
U00204,Germany,mobile,android,1.1,0.8460075613079088,0.04025373993992376,0.29729797863247426,recommendation_v2_test,control
U00205,UK,tablet,web,1.1,0.9918077164976282,0.5314138115972438,0.41299764534063316,recommendation_v2_test,treatment
U00206,India,mobile,ios,1.1,0.3663354885565363,0.7385107126866286,0.271727112265495,recommendation_v2_test,treatment
U00207,Australia,desktop,android,1.1,0.5089341517513543,0.9070863269095085,0.2806155433602956,recommendation_v2_test,control
U00208,India,desktop,ios,1.0,0.40815666823101304,0.4400501082335524,0.11919386007175688,recommendation_v2_test,treatment
U00209,Australia,mobile,android,1.1,0.6555177383430523,0.6629097142100953,0.06087154493848042,recommendation_v2_test,control
U00210,Australia,mobile,web,1.0,0.7781514225440124,0.8606304013961301,0.18567420747438101,recommendation_v2_test,control
U00211,Australia,tablet,android,1.0,0.2751525256017133,0.13865449623341952,0.20593642162957604,recommendation_v2_test,treatment
U00212,UK,tablet,web,1.1,0.20252240792418597,0.5420790349507192,0.4357651056838877,recommendation_v2_test,treatment
U00213,Australia,tablet,ios,1.1,0.2551069310273807,0.6254781569139363,0.22627013892290887,recommendation_v2_test,treatment
U00214,Germany,tablet,ios,1.0,0.6854277207610142,0.02322758234675848,0.2700337953741154,recommendation_v2_test,treatment
U00215,Germany,tablet,web,1.1,0.44394288639597634,0.9359374994357259,0.5196914068809759,recommendation_v2_test,control
U00216,UK,mobile,web,1.1,0.4898242560924627,0.6322025001148623,0.23376119682731555,recommendation_v2_test,treatment
U00217,Australia,mobile,ios,1.1,0.9238744994985063,0.843322885761979,0.5880124369205088,recommendation_v2_test,control
U00218,India,tablet,web,1.1,0.7625900919626407,0.4806076309423065,0.30104870698284936,recommendation_v2_test,control
U00219,Germany,mobile,ios,1.1,0.28932013610233454,0.2578084097023544,0.37227875575283004,recommendation_v2_test,control
U00220,UK,desktop,android,1.0,0.8160560167528311,0.860569919294376,0.1422347358227795,recommendation_v2_test,control
U00221,UK,mobile,android,1.0,0.7975108356807525,0.8391738662343244,0.12608098856382707,recommendation_v2_test,control
U00222,Germany,tablet,ios,1.0,0.3900625901565292,0.9986095150119159,0.1559249527770004,recommendation_v2_test,control
U00223,Australia,mobile,android,1.0,0.6196685259698614,0.9329007824132532,0.5894516300431688,recommendation_v2_test,treatment
U00224,Germany,mobile,web,1.0,0.7907379738959939,0.27063215227086046,0.5366669827284983,recommendation_v2_test,treatment
U00225,India,desktop,ios,1.0,0.8325292849240071,0.17635638000807585,0.2829224670738096,recommendation_v2_test,treatment
U00226,Germany,desktop,android,1.1,0.6861629156151504,0.6526867348692552,0.5956231030404302,recommendation_v2_test,control
U00227,India,tablet,android,1.1,0.09519908696086399,0.7278432989687184,0.587165243019124,recommendation_v2_test,control
U00228,UK,mobile,android,1.0,0.4247769248154559,0.05141915455692936,0.4197454371728946,recommendation_v2_test,treatment
U00229,Australia,desktop,android,1.1,0.8321200752819861,0.8212307865978454,0.27916629892193406,recommendation_v2_test,control
U00230,UK,mobile,android,1.1,0.801389433842723,0.49125744639136615,0.5411670607449667,recommendation_v2_test,treatment
U00231,UK,mobile,ios,1.1,0.09609523297188127,0.1535255220546139,0.34361200730067815,recommendation_v2_test,treatment
U00232,UK,mobile,ios,1.0,0.0005187441657055203,0.43631665969426314,0.47604313471072635,recommendation_v2_test,control
U00233,India,mobile,ios,1.1,0.8231273174161865,0.16800084857787112,0.13077505415177232,recommendation_v2_test,control
U00234,India,tablet,android,1.1,0.5389417662641869,0.8191998792939803,0.10101584258347213,recommendation_v2_test,control
U00235,UK,desktop,ios,1.1,0.25745195932396336,0.7523289144335528,0.3272982324149476,recommendation_v2_test,control
U00236,Germany,tablet,web,1.0,0.3679043402218176,0.21918921647863232,0.16460863778925824,recommendation_v2_test,treatment
U00237,Germany,tablet,web,1.0,0.08598235011094513,0.17629136502213016,0.14644058129965704,recommendation_v2_test,treatment
U00238,India,tablet,android,1.0,0.9903884573604824,0.13721125779061238,0.40944690413150375,recommendation_v2_test,treatment
U00239,India,desktop,web,1.0,0.8750841990540823,0.9755956458283996,0.5300724273257983,recommendation_v2_test,control
U00240,UK,mobile,ios,1.0,0.6560738790950633,0.2890835816381917,0.4540988219293189,recommendation_v2_test,treatment
U00241,India,desktop,web,1.1,0.8285469248387858,0.7105327717426778,0.06461777074851044,recommendation_v2_test,treatment
