event_id,event_name,user_id,session_id,event_timestamp,country,device_type,platform,app_version,experiment_id,experiment_group,search_query,product_id,quantity,unit_price,order_id
E00000101,app_open,U00020,S0000036,2026-08-02 11:30:00,Germany,desktop,ios,1.0,recommendation_v2_test,treatment,,,,,
E00000102,app_open,U00021,S0000037,2026-08-05 10:08:00,UK,tablet,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000103,search,U00021,S0000037,2026-08-05 10:08:15,UK,tablet,ios,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000104,app_open,U00021,S0000038,2026-08-05 14:02:00,UK,tablet,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000105,search,U00021,S0000038,2026-08-05 14:02:53,UK,tablet,ios,1.1,recommendation_v2_test,treatment,watch,,,,
E00000106,click,U00021,S0000038,2026-08-05 14:03:03,UK,tablet,ios,1.1,recommendation_v2_test,treatment,watch,P002,,,
E00000107,add_to_cart,U00021,S0000038,2026-08-05 14:03:34,UK,tablet,ios,1.1,recommendation_v2_test,treatment,watch,P002,1.0,5284.21,
E00000108,app_open,U00021,S0000039,2026-08-13 11:22:00,UK,tablet,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000109,search,U00021,S0000039,2026-08-13 11:22:37,UK,tablet,ios,1.1,recommendation_v2_test,treatment,watch,,,,
E00000110,app_open,U00021,S0000040,2026-08-12 09:52:00,UK,tablet,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000111,search,U00021,S0000040,2026-08-12 09:52:55,UK,tablet,ios,1.1,recommendation_v2_test,treatment,sports shoes,,,,
E00000112,app_open,U00022,S0000041,2026-08-09 18:15:00,UK,tablet,web,1.0,recommendation_v2_test,treatment,,,,,
E00000113,search,U00022,S0000041,2026-08-09 18:15:58,UK,tablet,web,1.0,recommendation_v2_test,treatment,watch,,,,
E00000114,click,U00022,S0000041,2026-08-09 18:17:52,UK,tablet,web,1.0,recommendation_v2_test,treatment,watch,P006,,,
E00000115,add_to_cart,U00022,S0000041,2026-08-09 18:18:35,UK,tablet,web,1.0,recommendation_v2_test,treatment,watch,P006,1.0,4817.29,
E00000116,app_open,U00023,S0000042,2026-08-09 10:45:00,India,desktop,web,1.0,recommendation_v2_test,control,,,,,
E00000117,search,U00023,S0000042,2026-08-09 10:45:41,India,desktop,web,1.0,recommendation_v2_test,control,sports shoes,,,,
E00000118,app_open,U00023,S0000043,2026-08-14 14:00:00,India,desktop,web,1.0,recommendation_v2_test,control,,,,,
E00000119,search,U00023,S0000043,2026-08-14 14:00:18,India,desktop,web,1.0,recommendation_v2_test,control,sunscreen,,,,
E00000120,click,U00023,S0000043,2026-08-14 14:00:33,India,desktop,web,1.0,recommendation_v2_test,control,sunscreen,P006,,,
E00000121,app_open,U00024,S0000044,2026-08-06 15:10:00,UK,tablet,android,1.1,recommendation_v2_test,treatment,,,,,
E00000122,search,U00024,S0000044,2026-08-06 15:10:21,UK,tablet,android,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000123,click,U00024,S0000044,2026-08-06 15:10:58,UK,tablet,android,1.1,recommendation_v2_test,treatment,black tshirt,P006,,,
E00000124,app_open,U00024,S0000045,2026-08-14 06:01:00,UK,tablet,android,1.1,recommendation_v2_test,treatment,,,,,
E00000125,search,U00024,S0000045,2026-08-14 06:01:40,UK,tablet,android,1.1,recommendation_v2_test,treatment,sports shoes,,,,
E00000126,click,U00024,S0000045,2026-08-14 06:02:30,UK,tablet,android,1.1,recommendation_v2_test,treatment,sports shoes,P001,,,
E00000127,add_to_cart,U00024,S0000045,2026-08-14 06:02:46,UK,tablet,android,1.1,recommendation_v2_test,treatment,sports shoes,P001,1.0,5548.68,
E00000128,app_open,U00024,S0000046,2026-08-06 11:52:00,UK,tablet,android,1.1,recommendation_v2_test,treatment,,,,,
E00000129,search,U00024,S0000046,2026-08-06 11:52:51,UK,tablet,android,1.1,recommendation_v2_test,treatment,running shoes,,,,
E00000130,click,U00024,S0000046,2026-08-06 11:53:35,UK,tablet,android,1.1,recommendation_v2_test,treatment,running shoes,P006,,,
E00000131,add_to_cart,U00024,S0000046,2026-08-06 11:54:09,UK,tablet,android,1.1,recommendation_v2_test,treatment,running shoes,P006,1.0,3812.51,
E00000132,app_open,U00025,S0000047,2026-08-04 17:49:00,India,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000133,search,U00025,S0000047,2026-08-04 17:49:13,India,desktop,android,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000134,click,U00025,S0000047,2026-08-04 17:50:47,India,desktop,android,1.1,recommendation_v2_test,treatment,black tshirt,P002,,,
E00000135,app_open,U00025,S0000048,2026-08-11 15:58:00,India,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000136,search,U00025,S0000048,2026-08-11 15:58:20,India,desktop,android,1.1,recommendation_v2_test,treatment,sports shoes,,,,
E00000137,click,U00025,S0000048,2026-08-11 15:58:29,India,desktop,android,1.1,recommendation_v2_test,treatment,sports shoes,P005,,,
E00000138,app_open,U00026,S0000049,2026-08-10 17:21:00,India,desktop,android,1.0,recommendation_v2_test,treatment,,,,,
E00000139,search,U00026,S0000049,2026-08-10 17:21:41,India,desktop,android,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000140,click,U00026,S0000049,2026-08-10 17:23:31,India,desktop,android,1.0,recommendation_v2_test,treatment,running shoes,P003,,,
E00000141,app_open,U00026,S0000050,2026-08-08 15:47:00,India,desktop,android,1.0,recommendation_v2_test,treatment,,,,,
E00000142,search,U00026,S0000050,2026-08-08 15:47:54,India,desktop,android,1.0,recommendation_v2_test,treatment,sunscreen,,,,
E00000143,app_open,U00027,S0000051,2026-08-05 19:39:00,Australia,mobile,android,1.1,recommendation_v2_test,control,,,,,
E00000144,search,U00027,S0000051,2026-08-05 19:39:09,Australia,mobile,android,1.1,recommendation_v2_test,control,running shoes,,,,
E00000145,click,U00027,S0000051,2026-08-05 19:40:57,Australia,mobile,android,1.1,recommendation_v2_test,control,running shoes,P005,,,
E00000146,app_open,U00027,S0000052,2026-08-06 22:50:00,Australia,mobile,android,1.1,recommendation_v2_test,control,,,,,
E00000147,search,U00027,S0000052,2026-08-06 22:50:48,Australia,mobile,android,1.1,recommendation_v2_test,control,sports shoes,,,,
E00000148,app_open,U00028,S0000053,2026-08-07 23:55:00,UK,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000149,app_open,U00029,S0000054,2026-08-11 17:19:00,UK,desktop,web,1.0,recommendation_v2_test,treatment,,,,,
E00000150,search,U00029,S0000054,2026-08-11 17:19:50,UK,desktop,web,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000151,click,U00029,S0000054,2026-08-11 17:21:15,UK,desktop,web,1.0,recommendation_v2_test,treatment,black tshirt,P005,,,
E00000152,app_open,U00029,S0000055,2026-08-14 04:32:00,UK,desktop,web,1.0,recommendation_v2_test,treatment,,,,,
E00000153,search,U00029,S0000055,2026-08-14 04:32:47,UK,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000154,click,U00029,S0000055,2026-08-14 04:33:13,UK,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,P002,,,
E00000155,app_open,U00029,S0000056,2026-08-05 22:19:00,UK,desktop,web,1.0,recommendation_v2_test,treatment,,,,,
E00000156,search,U00029,S0000056,2026-08-05 22:19:26,UK,desktop,web,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000157,app_open,U00030,S0000057,2026-08-05 07:29:00,Australia,mobile,web,1.0,recommendation_v2_test,control,,,,,
E00000158,search,U00030,S0000057,2026-08-05 07:29:42,Australia,mobile,web,1.0,recommendation_v2_test,control,sports shoes,,,,
E00000159,click,U00030,S0000057,2026-08-05 07:31:05,Australia,mobile,web,1.0,recommendation_v2_test,control,sports shoes,P004,,,
E00000160,add_to_cart,U00030,S0000057,2026-08-05 07:33:20,Australia,mobile,web,1.0,recommendation_v2_test,control,sports shoes,P004,1.0,2613.14,
E00000161,app_open,U00030,S0000058,2026-08-03 09:25:00,Australia,mobile,web,1.0,recommendation_v2_test,control,,,,,
E00000162,search,U00030,S0000058,2026-08-03 09:25:13,Australia,mobile,web,1.0,recommendation_v2_test,control,sunscreen,,,,
E00000163,click,U00030,S0000058,2026-08-03 09:26:15,Australia,mobile,web,1.0,recommendation_v2_test,control,sunscreen,P001,,,
E00000164,add_to_cart,U00030,S0000058,2026-08-03 09:28:44,Australia,mobile,web,1.0,recommendation_v2_test,control,sunscreen,P001,1.0,4760.86,
E00000165,app_open,U00031,S0000059,2026-08-05 00:45:00,UK,tablet,android,1.1,recommendation_v2_test,control,,,,,
E00000166,search,U00031,S0000059,2026-08-05 00:45:13,UK,tablet,android,1.1,recommendation_v2_test,control,black tshirt,,,,
E00000167,click,U00031,S0000059,2026-08-05 00:46:02,UK,tablet,android,1.1,recommendation_v2_test,control,black tshirt,P006,,,
E00000168,app_open,U00031,S0000060,2026-08-11 18:51:00,UK,tablet,android,1.1,recommendation_v2_test,control,,,,,
E00000169,app_open,U00032,S0000061,2026-08-01 10:37:00,Germany,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000170,search,U00032,S0000061,2026-08-01 10:37:28,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000171,app_open,U00032,S0000062,2026-08-04 02:12:00,Germany,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000172,search,U00032,S0000062,2026-08-04 02:12:16,Germany,tablet,android,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000173,app_open,U00032,S0000063,2026-08-11 03:43:00,Germany,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000174,search,U00032,S0000063,2026-08-11 03:43:49,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000175,app_open,U00032,S0000064,2026-08-01 17:43:00,Germany,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000176,search,U00032,S0000064,2026-08-01 17:43:19,Germany,tablet,android,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000177,app_open,U00032,S0000065,2026-08-06 08:26:00,Germany,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000178,search,U00032,S0000065,2026-08-06 08:26:29,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sunscreen,,,,
E00000179,click,U00032,S0000065,2026-08-06 08:27:40,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sunscreen,P001,,,
E00000180,app_open,U00032,S0000066,2026-08-13 04:11:00,Germany,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000181,search,U00032,S0000066,2026-08-13 04:11:34,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sunscreen,,,,
E00000182,click,U00032,S0000066,2026-08-13 04:12:53,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sunscreen,P001,,,
E00000183,add_to_cart,U00032,S0000066,2026-08-13 04:14:51,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sunscreen,P001,1.0,849.43,
E00000184,purchase,U00032,S0000066,2026-08-13 04:18:22,Germany,tablet,android,1.0,recommendation_v2_test,treatment,sunscreen,P001,1.0,849.43,O0000006
E00000185,app_open,U00033,S0000067,2026-08-11 17:45:00,UK,mobile,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000186,app_open,U00034,S0000068,2026-08-14 12:26:00,Germany,desktop,android,1.1,recommendation_v2_test,control,,,,,
E00000187,app_open,U00034,S0000069,2026-08-06 15:10:00,Germany,desktop,android,1.1,recommendation_v2_test,control,,,,,
E00000188,app_open,U00035,S0000070,2026-08-01 03:04:00,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000189,search,U00035,S0000070,2026-08-01 03:04:29,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,running shoes,,,,
E00000190,click,U00035,S0000070,2026-08-01 03:06:28,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,running shoes,P004,,,
E00000191,add_to_cart,U00035,S0000070,2026-08-01 03:07:45,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,running shoes,P004,1.0,501.73,
E00000192,app_open,U00035,S0000071,2026-08-05 00:44:00,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,,,,,
E00000193,search,U00035,S0000071,2026-08-05 00:44:47,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,watch,,,,
E00000194,click,U00035,S0000071,2026-08-05 00:46:04,Germany,mobile,ios,1.1,recommendation_v2_test,treatment,watch,P006,,,
E00000195,app_open,U00036,S0000072,2026-08-06 20:07:00,Germany,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000196,search,U00036,S0000072,2026-08-06 20:07:24,Germany,mobile,android,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000197,app_open,U00036,S0000073,2026-08-04 07:27:00,Germany,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000198,app_open,U00037,S0000074,2026-08-05 15:14:00,Australia,tablet,android,1.1,recommendation_v2_test,treatment,,,,,
E00000199,search,U00037,S0000074,2026-08-05 15:14:30,Australia,tablet,android,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000200,app_open,U00038,S0000075,2026-08-09 11:26:00,UK,desktop,ios,1.0,recommendation_v2_test,control,,,,,
E00000201,search,U00038,S0000075,2026-08-09 11:26:13,UK,desktop,ios,1.0,recommendation_v2_test,control,black tshirt,,,,
E00000202,click,U00038,S0000075,2026-08-09 11:27:34,UK,desktop,ios,1.0,recommendation_v2_test,control,black tshirt,P004,,,
E00000203,app_open,U00039,S0000076,2026-08-08 04:54:00,India,tablet,web,1.0,recommendation_v2_test,treatment,,,,,
E00000204,search,U00039,S0000076,2026-08-08 04:54:31,India,tablet,web,1.0,recommendation_v2_test,treatment,watch,,,,
E00000205,click,U00039,S0000076,2026-08-08 04:55:47,India,tablet,web,1.0,recommendation_v2_test,treatment,watch,P002,,,
E00000206,app_open,U00040,S0000077,2026-08-08 10:50:00,Germany,mobile,ios,1.1,recommendation_v2_test,control,,,,,
E00000207,search,U00040,S0000077,2026-08-08 10:50:51,Germany,mobile,ios,1.1,recommendation_v2_test,control,sunscreen,,,,
E00000208,click,U00040,S0000077,2026-08-08 10:51:11,Germany,mobile,ios,1.1,recommendation_v2_test,control,sunscreen,P006,,,
E00000209,app_open,U00041,S0000078,2026-08-03 20:06:00,Australia,tablet,android,1.1,recommendation_v2_test,treatment,,,,,
